Nome,Ano de entrada em operação,Tensão (kV),Agente,OBJECTID,Longitude,Latitude,x,y
SE Abdon Batista,2014,525/230,ETSE - ETSE - EMPRESA DE TRANSMISSÃO SERRANA S.A,1,-51.07219306,-27.57180736,-51.072193056999936,-27.57180735999998
SE Abunã,-,230/138,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,2,-65.16752247,-9.71103552,-65.16752247399995,-9.71103551699997
SE Açailândia,2003,500,EATE - Empresa Amazonense de Transmissão de Energia S.A.,3,-47.403437,-4.91898605,-47.403437003999954,-4.918986052999969
SE Acaraú II,2010,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,4,-40.11407421,-2.92766239,-40.11407421499996,-2.9276623859999518
SE Açu II,-,230/138/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,5,-36.90839717,-5.59277794,-36.908397167999965,-5.592777938999973
SE Açu III,2017,500/230,ATEXVII - ATE XVII TRANSMISSORA DE ENERGIA SA,6,-37.02968156,-5.57882845,-37.02968156199995,-5.57882845499995
SE Adrianópolis,1970,500/345/138,FURNAS - Furnas Centrais Elétricas S.A.,7,-43.47633645,-22.66579527,-43.47633645199994,-22.665795267999954
SE Água Azul,2019,440/138,AGUA AZUL SPE - SUBESTACAO AGUA AZUL SPE S.A.,8,-46.40137444,-23.37504985,-46.40137443899994,-23.37504985499993
SE Água Vermelha,1978,500/440/138,AES TIETÊ - AES Tietê S.A.,9,-50.348877,-19.860901,-50.34887699999996,-19.860900998999966
SE Águas Lindas,1998,230/69,CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A,10,-48.27570866,-15.76753517,-48.275708657999985,-15.767535169999974
SE Alegrete 2,-,230/69,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,11,-55.72481046,-29.77749996,-55.72481045999996,-29.77749996199998
SE Altamira,-,230/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,12,-52.17962128,-3.13688171,-52.17962128399995,-3.1368817099999546
SE Anastácio,-,230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,13,-55.84166709,-20.56760084,-55.841667092999955,-20.567600837999976
SE Andirá Leste,2019,230/138,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,14,-50.19299229,-23.07730931,-50.19299228899996,-23.07730930799994
SE Angelim,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,15,-36.29460629,-8.89344329,-36.29460629099998,-8.893443286999968
SE Angra dos Reis,-,500/138,FURNAS - Furnas Centrais Elétricas S.A.,16,-44.45594721,-23.00690292,-44.45594720799994,-23.00690291899997
SE Anhanguera,-,345/230/88,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,17,-46.76829923,-23.4931605,-46.76829922999997,-23.49316049899994
SE Aparecida,-,230/88,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,18,-45.2550133,-22.86910151,-45.25501330199995,-22.86910151099994
SE Apucarana,-,"230/138/34,5",COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,19,-51.44679836,-23.53451958,-51.44679835799997,-23.53451957599998
SE Aracati II,2010,"230/34,5",BONS VENTOS - BONS VENTOS GERADORA DE ENERGIA S.A.,20,-37.76327093,-4.48815009,-37.76327092699995,-4.488150091999955
SE Araçuaí 2,2007,230/138,TRANSIRAPÉ - COMPANHIA TRANSIRAPÉ DE TRANSMISSÃO,21,-42.02005542,-16.83429287,-42.02005541999995,-16.834292871999935
SE Arapiraca III,2013,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,22,-36.64958945,-9.78688035,-36.64958944699998,-9.786880349999933
SE Araraquara CTP,-,440/138,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,23,-48.26392,-21.782681,-48.263919999999985,-21.78268099899998
SE Araraquara FUR,1976,500,FURNAS - Furnas Centrais Elétricas S.A.,24,-48.25342601,-21.77400103,-48.253426014999945,-21.774001028999976
SE Araraquara 2,2012,500/440,ARARAQUARA - ARARAQUARA TRANSMISSORA DE ENERGIA S.A,25,-48.34966944,-21.83356413,-48.349669440999946,-21.83356413399997
SE Araras,2010,440/138,IEP - INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A,26,-47.461887,-22.395742,-47.46188699999993,-22.395741998999938
SE Arcoverde II,2019,230/69,ARCOVERDE - ARCOVERDE TRANSMISSAO DE ENERGIA S.A.,27,-37.00373269,-8.49920029,-37.00373269499994,-8.499200293999934
SE Areia,1997,525/230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,28,-51.600344,-25.969181,-51.60034399999995,-25.969180998999946
SE Ariquemes,-,230/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,29,-63.01232074,-9.92635945,-63.01232073999995,-9.926359451999929
SE Assis,-,500/440/230,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,30,-50.35067744,-22.66873485,-50.35067743999997,-22.66873484599995
SE Atibaia II,2013,345/138,IEP - INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A,31,-46.55733825,-23.04707409,-46.557338253999944,-23.047074089999967
SE Atlântida 2,2007,230/69,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,32,-50.05462646,-29.78240967,-50.054626464999956,-29.782409666999968
SE Avaré Nova,2003,230,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,33,-48.932903,-23.06260683,-48.93290299599994,-23.06260683399995
SE Barão de Cocais 3,2005,230,CEMIG - Companhia Energética de Minas Gerais,34,-43.441603,-19.853037,-43.44160299999993,-19.853036998999983
SE Bagé 2,-,"230/69/23/13,8",CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,35,-54.07140261,-31.28880287,-54.071402605999936,-31.28880286699996
SE Baixada Santista,-,345/230/138/88,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,36,-46.42041,-23.859619,-46.42040999999995,-23.859618998999963
SE UHE Balbina,1989,"230/13,8",-,37,-59.47998851,-1.91960684,-59.47998850699997,-1.9196068399999717
SE Balsas,2011,230/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,38,-46.01802629,-7.55938293,-46.01802628599995,-7.559382926999945
SE Banabuiú,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,39,-38.91214506,-5.30491768,-38.91214506199998,-5.304917677999981
SE Bandeirantes,-,"345/88/34,5",CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,40,-46.69224337,-23.59887274,-46.69224336899998,-23.59887274099998
SE Bandeirantes,1972,345/230,FURNAS - Furnas Centrais Elétricas S.A.,41,-49.23377755,-16.79311347,-49.233777550999946,-16.793113474999927
SE Barbacena 2,1963,"345/138/13,8",CEMIG - Companhia Energética de Minas Gerais,42,-43.75477339,-21.18575055,-43.75477339499997,-21.185750551999945
SE Barra do Peixe,-,230/138,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,43,-52.61653602,-16.49557387,-52.616536019999955,-16.495573874999934
SE Barra Grande,2005,230,ETAU - EMPRESA DE TRANSMISSÃO DO ALTO DO URUGUAI S/A,44,-51.18445501,-27.76904745,-51.18445501299993,-27.769047446999934
SE Barreiras,-,230/138/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,45,-44.946594,-12.134399,-44.94659399999995,-12.134398999999974
SE Barreiras II,2017,500/230,ATEXVI - ATE XVI TRANSMISSORA DE ENERGIA SA,46,-44.8106105,-12.17187984,-44.81061049799996,-12.171879840999964
SE Barreiro 1,1964,345/138,CEMIG - Companhia Energética de Minas Gerais,47,-43.99137684,-20.0002707,-43.99137683699996,-20.000270703999945
SE Barro Alto,1982,230/69,FURNAS - Furnas Centrais Elétricas S.A.,48,-48.92546506,-15.11940065,-48.92546505599995,-15.119400651999968
SE Barro Branco,2013,345,FURNAS - Furnas Centrais Elétricas S.A.,49,-43.31799316,-20.43188476,-43.31799316399997,-20.43188476499995
SE Bateias,1999,525/230/138,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,50,-49.53264158,-25.41165169,-49.53264157899997,-25.41165168599997
SE Bauru,-,440/138,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,51,-49.096008,-22.282776,-49.09600799999998,-22.282775998999966
SE Biguaçu,2008,525/230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,52,-48.733391,-27.485025,-48.73339099999998,-27.48502499899996
SE Blumenau,-,525/230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,53,-49.079214,-26.782302,-49.07921399999998,-26.78230199899997
SE Boa Esperança,-,500/230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,54,-43.5639584,-6.72389015,-43.56395840399995,-6.723890152999957
SE Boa Vista,-,"230/69/13,8",ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,55,-60.7172411,2.9420675,-60.717241102999935,2.9420674960000497
SE Bom Despacho 3,2004,500,CEMIG - Companhia Energética de Minas Gerais,56,-45.31068715,-19.79276048,-45.31068715499998,-19.792760484999974
SE Bom Jardim,-,"440/138/88/13,8",CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,57,-46.99019091,-23.15177538,-46.99019091099996,-23.15177538399996
SE Bom Jesus da Lapa II,2003,500/230,TAESA - TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A,58,-43.34340604,-13.30980403,-43.343406038999944,-13.309804027999974
SE Bom Jesus II,2017,230/69,SPEDRO - SAO PEDRO TRANSMISSORA DE ENERGIA S/A,59,-44.31174264,-9.1035703,-44.311742642999945,-9.103570300999934
SE Bom Nome,-,230/138/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,60,-38.62754114,-7.997264,-38.62754113799997,-7.997263997999937
SE Bongi,-,"230/69/13,8",CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,61,-34.9281225,-8.06349474,-34.928122504999976,-8.063494741999932
SE Botucatu,-,230/138,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,62,-48.437622,-22.9505,-48.437621999999976,-22.95049999899993
SE Brasília Geral,1960,"230/34,5",FURNAS - Furnas Centrais Elétricas S.A.,63,-47.95155162,-15.81254332,-47.95155161599996,-15.812543317999939
SE Brasília Leste,2017,500,VSBTE - VALE DO SAO BARTOLOMEU TRANSMISSORA DE ENERGIA S.A.,64,-47.70724246,-15.80962473,-47.70724245799994,-15.809624731999975
SE Brasilia Sul,1972,345/230/138,FURNAS - Furnas Centrais Elétricas S.A.,65,-48.06813669,-15.86248216,-48.068136686999935,-15.862482155999942
SE Brotas de Macaubas,2012,230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,66,-42.34318352,-12.30847823,-42.34318351699994,-12.308478226999966
SE Brumado II,2002,230/138/69,AFLUENTE TRANSMISSÃO - Afluente Transmissão de Energia Elétrica SA,67,-41.63583333,-14.21361111,-41.63583333299994,-14.213611110999977
SE Imbirussú,2006,230/138,PORTO PRIMAVERA - Porto Primavera Transmissora de Energia S/A.,68,-54.7520149,-20.54726587,-54.752014903999964,-20.547265874999937
SE Cabreuva,-,"440/230/138/13,8",CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,69,-47.11615813,-23.27746101,-47.116158128999984,-23.277461009999968
SE Cachoeira Dourada,1959,230/138,CDSA - Centrais Elétricas Cachoeira Dourada S/A,70,-49.48671463,-18.50273008,-49.48671463399995,-18.502730076999967
SE Cachoeira Paulista,1974,500/138,FURNAS - Furnas Centrais Elétricas S.A.,71,-45.03665837,-22.6298538,-45.03665837199998,-22.629853800999967
SE Caetés II,2015,"230/34,5",EOL SANTA BRIGIDA I - VENTOS DE SANTA BRIGIDA I ENERGIAS RENOVAVEIS S.A,72,-36.76001044,-8.84376926,-36.76001044399993,-8.843769261999967
SE Camaçari II,-,500/230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,73,-38.34495997,-12.61902491,-38.34495997099998,-12.61902491099994
SE Camaçari IV,2012,500/230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,74,-38.34355571,-12.61772171,-38.34355571499998,-12.617721707999976
SE Camaquã 1,-,230/69,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,75,-51.81573231,-30.82792433,-51.815732314999934,-30.82792433399993
SE Camaquã 3,2014,230/69,TSBE - Transmissora Sul Brasileira de Energia S A,76,-51.80991742,-30.80930751,-51.80991741599996,-30.809307505999982
SE Campina Grande III,2015,500/230,ETN - EXTREMOZ TRANSMISSORA DO NORDESTE,77,-35.9801361,-7.25324093,-35.98013610399994,-7.253240929999947
SE Campina Grande II,-,"230/138/69/13,8",CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,78,-35.90877836,-7.26670434,-35.90877836499993,-7.266704340999979
SE Campinas,1971,500/345/138,FURNAS - Furnas Centrais Elétricas S.A.,79,-47.0048767,-22.77366239,-47.00487670399997,-22.77366238899998
SE Campo Bom,-,230/69/23,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,80,-51.06597425,-29.6939704,-51.06597425099994,-29.69397040299998
SE Campo do Assobio,1998,"230/138/13,8",COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,81,-49.18303718,-25.66840559,-49.18303717799995,-25.668405593999978
SE Campo Grande 2,2016,230/138,PANTANAL TRA - PANTANAL TRANSMISSAO S.A.,82,-54.49092128,-20.442094,-54.49092127599994,-20.442093996999972
SE Campos,1973,345/138,FURNAS - Furnas Centrais Elétricas S.A,83,-41.337445,-21.71847014,-41.337444999999946,-21.718470142999934
SE Campo Mourão,-,230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,84,-52.36761377,-24.07476567,-52.367613767999956,-24.074765673999934
SE Campos Novos,-,525/230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,85,-51.4177012,-27.53928362,-51.41770120499996,-27.53928362499994
SE UHE Cana Brava,2002,"230/13,8",ENGIE - ENGIE BRASIL ENERGIA SA,86,-48.140547,-13.399596,-48.14054699999997,-13.399595999999974
SE Canarana,2018,230/138,STATE GRID - State Grid Brazil Holding Sa,87,-52.29120698,-13.52447026,-52.291206983999984,-13.52447025899994
SE Presidente Médici,2005,230/138,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,88,-53.6812486,-31.55113228,-53.68124859599993,-31.551132278999944
SE Canoas 2,2002,230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,89,-51.14391906,-29.87477914,-51.14391905999997,-29.874779144999934
SE Canoinhas,-,230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,90,-50.40314097,-26.19641161,-50.403140968999935,-26.196411610999974
SE Capão Bonito,-,"230/138/13,8",CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,91,-48.343079,-23.986694,-48.34307899999993,-23.986693998999954
SE Capivara,1977,"440/138/14,4",DUKE ENERGY - Duke Energy Internacional - Geração Paranapanema,92,-51.36031304,-22.65765743,-51.36031304399995,-22.657657434999976
SE Carajás (PA),2006,230/138,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,93,-49.88848856,-5.980977,-49.88848856399994,-5.980976999999939
SE Carajás (GO),2009,230/138,CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A,94,-49.35241994,-16.71982524,-49.35241994499995,-16.719825241999956
SE Cascavel,1986,"230/138/34,5/13,8",COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,95,-53.456178,-24.995033,-53.456177999999966,-24.995032998999932
SE Cascavel Oeste,2001,525/230,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,96,-53.53319529,-25.02909701,-53.533195287999945,-25.029097011999966
SE Catu,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,97,-38.36361327,-12.39752335,-38.36361327499998,-12.39752335299994
SE Cauípe,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,98,-38.87081591,-3.6942585,-38.87081590899993,-3.6942584969999643
SE Caxias,2001,525/230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,99,-51.2011614,-29.27703068,-51.20116140099998,-29.277030683999953
SE Caxias do Sul 5,-,"230/69/13,8",CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,100,-51.19154243,-29.13234567,-51.191542426999945,-29.13234566999995
SE Caxias do Sul 2,-,230/69,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,101,-51.15726309,-29.14224551,-51.15726309199994,-29.142245507999974
SE Schincariol,-,230,-,102,-43.40849626,-4.87215061,-43.408496258999946,-4.872150605999934
SE CBA 2,2006,440/230,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,103,-47.29641348,-23.54082718,-47.296413480999945,-23.540827176999983
SE Ceará Mirim II,2014,500/230,ETN - EXTREMOZ TRANSMISSORA DO NORDESTE,104,-35.45214311,-5.67335594,-35.45214311099994,-5.673355939999965
SE Aimorés,2005,230,CEMIG - Companhia Energética de Minas Gerais,105,-41.02360371,-19.49999583,-41.02360370699995,-19.499995828999943
SE Centro - CTR,-,230/88/20,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,106,-46.648299,-23.5368,-46.64829899999995,-23.53679999899998
SE Centro - CTT,-,230,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,107,-46.721444,-23.513014,-46.72144399999996,-23.513013998999952
SE Cerquilho III,2014,230/138,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,108,-47.77442602,-23.14004565,-47.77442602499997,-23.14004565299996
SE Chavantes,1970,230/88,DUKE ENERGY - Duke Energy Internacional - Geração Paranapanema,109,-49.728717,-23.126007,-49.72871699999996,-23.12600699899997
SE Cícero Dantas,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,110,-38.36720902,-10.59735137,-38.36720901799998,-10.597351369999956
SE Cidade Industrial,-,230/138/23,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,111,-51.17999268,-29.89129639,-51.17999267599998,-29.891296385999965
SE Cidade Industrial de Curitiba,2003,"230/69/13,8",COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,112,-49.33271847,-25.52586406,-49.332718468999985,-25.525864057999968
SE Cláudia,2015,500,MATRINCHA - MATRINCHA TRANSMISSORA DE ENERGIA S A,113,-55.33391193,-11.29019997,-55.33391192899995,-11.290199967999968
SE Codemin,-,230,-,114,-48.33782853,-14.15866315,-48.337828531999946,-14.158663150999928
SE Coelho Neto,-,230/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,115,-42.98671356,-4.29813385,-42.98671355699997,-4.298133845999928
SE Chapadão,2011,230/138,ITATIM - Linhas de Transmissão Itatim Ldta,116,-52.38907909,-18.91137369,-52.38907908599998,-18.911373690999937
SE Coletora Porto Velho,2011,500/230,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,117,-63.95852284,-8.91358909,-63.95852284499995,-8.913589086999934
SE Colinas,-,500,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,118,-48.45528975,-7.97009339,-48.45528975299993,-7.970093388999942
SE Conselheiro Lafaiete,1955,345/138,CEMIG - Companhia Energética de Minas Gerais,119,-43.82332091,-20.66320254,-43.823320914999954,-20.663202540999976
SE Conselheiro Pena,-,"230/69/13,8",CEMIG - Companhia Energética de Minas Gerais,120,-41.48298275,-19.18044128,-41.48298274899997,-19.180441276999943
SE Coremas,-,230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,121,-37.95573527,-7.01617897,-37.95573527399995,-7.016178967999963
SE UHE Corumbá,1998,345/138,FURNAS - Furnas Centrais Elétricas S.A.,122,-48.54125238,-17.98674582,-48.54125238399996,-17.986745818999964
SE Corumbá 2,2013,230/138,LTC - LINHA DE TRANSMISSÃO CORUMBÁ,123,-57.61957908,-19.03851033,-57.61957908099998,-19.03851033199993
SE Coxipó,-,230/138,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,124,-55.99776204,-15.62848878,-55.99776204099999,-15.628488779999941
SE Cuiabá,2005,500/230,AETE - AMAZÔNIA - ELETRONORTE TRANSMISSORA DE ENERGIA S.A.,125,-55.85390978,-15.68594173,-55.853909784999985,-15.685941734999972
SE Curitiba,-,525/230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,126,-49.31812903,-25.59322657,-49.31812903399998,-25.593226571999935
SE Curitiba Leste,2015,525/230,MARUMBI - MARUMBI TRANSMISSORA DE ENERGIA S.A,127,-49.07982191,-25.57142372,-49.079821907999985,-25.57142372499993
SE Delmiro Gouveia,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,128,-38.51535335,-3.78736473,-38.515353353999956,-3.7873647269999537
SE Desterro,2008,230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,129,-48.51397835,-27.6702722,-48.513978349999945,-27.670272200999932
SE Distrito Industrial de São José dos Pinhais,-,"230/69/13,8",COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,130,-49.12808169,-25.52959436,-49.12808168899994,-25.529594360999965
SE Dona Francisca,2001,"230/13,8",DFESA - Dona Francisca Energética S.A.,131,-53.28979492,-29.45098877,-53.28979492199994,-29.450988768999935
SE Dourados,-,230/138,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,132,-54.99194986,-22.26873127,-54.991949862999945,-22.268731268999943
SE Edgard de Souza,-,230/88,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,133,-46.907799,-23.45319,-46.907798999999955,-23.45318999899996
SE Eldorado do Sul,-,230/23,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,134,-51.31855315,-30.01457495,-51.31855314899997,-30.014574945999982
SE Eliseu Martins,2006,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,135,-43.670279,-8.098532,-43.67027899999994,-8.098531999999977
SE Emborcação,1982,500/138,CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A,136,-47.986511,-18.457275,-47.98651099999995,-18.457274998999935
SE Embu-Guaçu,-,"440/345/138/16/13,8",CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,137,-46.79983169,-23.8446636,-46.79983168699994,-23.844663598999944
SE Encruzo Novo,2012,230/69,ENCRUZO NOVO - ENCRUZO NOVO TRANSMISSORA DE ENRGIA LTDA,138,-45.85481618,-2.2181597,-45.854816175999986,-2.2181596979999654
SE UHE Luiz Carlos Barreto de Carvalho (Estreito),1970,"345/13,8",FURNAS - Furnas Centrais Elétricas S.A.,139,-47.28466965,-20.15497695,-47.28466964699993,-20.154976946999966
SE Estreito,2008,500/345,LTT - LT Triângulo S.A.,140,-47.17519772,-20.2604548,-47.175197716999946,-20.260454796999966
SE Eunápolis,-,230/138,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,141,-39.55001697,-16.33875296,-39.550016968999955,-16.338752962999934
SE Extremoz II,2014,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,142,-35.30406637,-5.73817631,-35.30406636899994,-5.73817631299994
SE Farroupilha,-,230/69,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,143,-51.32444556,-29.22053729,-51.32444555699993,-29.220537288999935
SE Tomba,-,230/69,AFLUENTE TRANSMISSÃO - Afluente Transmissão de Energia Elétrica SA,144,-38.96793235,-12.28826091,-38.96793235299998,-12.288260911999942
SE Fernão Dias,2020,500/440,MSGT - MATA DE SANTA GENEBRA TRANSMISSAO S.A.,145,-46.51469192,-23.05792868,-46.51469192299993,-23.05792867699995
SE Fibraplac,2003,"230/13,8",FIBRAPLAC - Fibraplac Chapas de MDF Ltda,146,-50.76690363,-29.89833743,-50.76690362699998,-29.89833743199995
SE Figueira,-,230/138,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,147,-50.388431,-23.849377,-50.38843099999997,-23.849376998999958
SE Firminópolis,1997,230/138,CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A,148,-50.32754954,-16.5918078,-50.32754953999995,-16.591807804999974
SE Forquilhinha,2011,230/69,IES - INTERLIGAÇÃO ELÉTRICA SUL S.A,149,-49.52359311,-28.75114146,-49.52359310799994,-28.751141461999964
SE Fortaleza II,-,500/230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,150,-38.54352152,-3.83302535,-38.54352152499996,-3.8330253459999426
SE Foz do Chapecó,2010,230/138,FOZ CHAPECÓ - Foz do Chapecó Energia S.A.,151,-53.05288712,-27.13948468,-53.05288712399994,-27.139484677999974
SE Foz do Chopim,1998,230/138,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,152,-53.09613544,-25.52354672,-53.096135440999944,-25.52354671599994
SE Foz do Iguaçu,1984,765/600/500/127,FURNAS - Furnas Centrais Elétricas S.A.,153,-54.5394228,-25.46783597,-54.53942280299998,-25.467835966999928
SE Funil,-,230/138,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,154,-39.46218989,-14.23271391,-39.462189886999965,-14.232713910999962
SE Poços de Caldas,1963,500/345/138,FURNAS - Furnas Centrais Elétricas S.A.,155,-46.61351698,-21.79913734,-46.61351698399994,-21.799137336999934
SE Garabi II,2002,500,CIEN - Companhia de Interconexão Energética,156,-55.67255053,-28.25329101,-55.67255052999997,-28.253291007999962
SE Garanhuns II,2015,500/230,IEG - INTERLIGAÇÃO ELÉTRICA GARANHUNS,157,-36.40340038,-8.88261359,-36.40340038099998,-8.88261358799997
SE Garibaldi 1,-,230/69,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,158,-51.51223945,-29.23911515,-51.512239447999946,-29.239115152999943
SE Gentio do Ouro II,2018,500/230,TJMME - TRANSMISSORA JOSE MARIA DE MACEDO DE ELETRICIDADE S.A.,159,-42.66661918,-11.28014446,-42.66661917799996,-11.28014445599996
SE Gerdau SP,2005,"440/33/13,8",CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,160,-47.08499913,-23.43818616,-47.08499913199995,-23.43818615799995
SE Getulina,2011,440/138,IEP - INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A,161,-49.838263,-21.855551,-49.83826299999998,-21.855550998999945
SE Gilbués II,2017,500/230/69,ATEXVI - ATE XVI TRANSMISSORA DE ENERGIA SA,162,-45.34632674,-9.75302185,-45.34632673699997,-9.75302185299995
SE Governador Mangabeira,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,163,-39.03398057,-12.60721385,-39.03398057499993,-12.607213851999973
SE Governador Valadares 2,1989,"230/138/13,8",CEMIG - Companhia Energética de Minas Gerais,164,-41.98005788,-18.84958048,-41.98005787999995,-18.849580480999975
SE Grajaú,1987,500/138,FURNAS - Furnas Centrais Elétricas S.A.,165,-43.26471006,-22.92774229,-43.264710064999974,-22.92774228899998
SE Gralha Azul,-,230,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,166,-49.35476443,-25.5868746,-49.35476443199997,-25.58687459999993
SE Gravataí 2,-,230/69/23,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,167,-51.06533348,-29.88384355,-51.06533347799996,-29.883843550999984
SE Gravataí 3,2007,230/69,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,168,-50.96270752,-29.88769531,-50.96270751999998,-29.88769531199995
SE Guaiba 2,-,230/69,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,169,-51.38140739,-30.13019146,-51.38140739399995,-30.130191455999977
SE Guaíra,1984,"230/138/34,5",COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,170,-54.22606594,-24.10271025,-54.226065939999955,-24.102710250999962
SE Guamá,-,230/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,171,-48.44559999,-1.45858697,-48.44559998799997,-1.4585869659999275
